Gender,Married,Dependents,Education,Self_Employed,Loan_Amount,Credit_History,Property_Area,Loan_Status,TotalIncome,Debt_to_Income_Ratio,Family_Size,Balance_Income,Credit_Risk_Category
Male,Yes,0,Graduate,No,255.0,1,Urban,N,5746.0,44.378698224852066,2,419.80555555555554,Medium Risk
Female,No,0,Graduate,Yes,122.0,1,Urban,Y,3463.0,35.229569737222064,1,260.34259259259255,Medium Risk
Female,No,1,Graduate,No,112.0,1,Rural,Y,3812.0,29.380902413431272,2,291.74074074074076,Medium Risk
Male,Yes,1,Graduate,No,96.0,1,Semiurban,Y,3315.0,28.959276018099548,3,254.02777777777777,Medium Risk
Male,Yes,2,Graduate,No,120.0,1,Rural,Y,10819.0,11.09159811442832,4,873.8055555555555,Low Risk
Male,Yes,1,Not Graduate,No,140.0,1,Urban,N,4493.0,31.15958157133318,3,309.60185185185185,Medium Risk
Male,No,0,Graduate,No,155.0,1,Urban,Y,8666.0,17.88599123009462,1,506.8888888888888,Low Risk
Male,Yes,2,Graduate,Yes,108.0,1,Rural,Y,7550.0,14.304635761589404,4,604.1666666666666,Low Risk
Male,Yes,0,Not Graduate,No,123.0,1,Semiurban,Y,7823.0,15.72286846478333,2,623.4444444444445,Low Risk
Male,No,0,Graduate,Yes,120.0,1,Urban,N,10383.0,11.55735336607917,1,809.6944444444445,Low Risk
Male,Yes,2,Graduate,No,112.0,1,Urban,Y,9703.0,11.542821807688345,4,782.6574074074074,Low Risk
Male,Yes,1,Not Graduate,No,137.0,1,Urban,Y,6608.0,20.732445520581116,3,487.2407407407407,Low Risk
Male,Yes,1,Graduate,No,123.0,1,Semiurban,Y,4725.0,26.031746031746035,3,372.3958333333333,Medium Risk
Male,Yes,0,Graduate,No,90.0,1,Urban,Y,3677.0,24.476475387544195,2,285.58333333333337,Medium Risk
Male,Yes,0,Not Graduate,No,201.0,0,Semiurban,N,5558.0,36.1640878013674,2,416.6388888888889,High Risk
Female,No,2,Graduate,No,138.0,1,Urban,N,3427.0,40.26845637583892,3,253.63888888888886,Medium Risk
Male,No,0,Not Graduate,Yes,104.0,1,Rural,Y,4750.0,21.894736842105264,1,371.75925925925924,Low Risk
Male,Yes,1,Not Graduate,No,261.5,1,Semiurban,Y,9762.0,26.787543536160623,3,692.4351851851852,Medium Risk
Male,No,0,Graduate,Yes,192.0,0,Urban,N,12555.375,15.292255308981213,1,1001.8368055555555,High Risk
Female,No,3,Graduate,No,255.0,1,Rural,Y,3083.0,82.71164450210833,4,197.8888888888889,Medium Risk
Male,No,0,Not Graduate,No,115.0,0,Rural,N,6045.0,19.02398676592225,1,477.1296296296296,High Risk
Male,Yes,3,Graduate,No,94.0,1,Urban,N,5250.0,17.904761904761905,5,415.74074074074076,Low Risk
Male,Yes,0,Graduate,No,261.5,1,Rural,N,12555.375,20.827733142180143,2,985.7488425925926,Low Risk
Male,Yes,3,Not Graduate,No,128.0,1,Semiurban,N,4931.0,25.958223484080307,5,381.28703703703707,Medium Risk
Male,Yes,1,Graduate,No,261.5,1,Urban,Y,10333.0,25.307267976386335,3,800.550925925926,Medium Risk
Male,No,0,Graduate,No,134.0,1,Semiurban,Y,4269.0,31.389084094635745,1,324.73148148148147,Medium Risk
Female,No,1,Graduate,No,155.0,1,Semiurban,N,3481.0,44.52743464521689,2,-68.71296296296299,Medium Risk
Female,No,0,Graduate,No,120.0,1,Rural,Y,7200.0,16.666666666666668,1,572.2222222222222,Low Risk
Male,No,0,Graduate,Yes,128.0,1,Semiurban,Y,5166.0,24.777390631049165,1,400.8703703703704,Medium Risk
Male,No,0,Graduate,No,151.0,1,Rural,Y,7542.0,20.02121453195439,1,593.5462962962963,Low Risk
Male,Yes,2,Graduate,No,150.0,1,Semiurban,Y,6095.0,24.61033634126333,4,473.19444444444446,Medium Risk
Male,Yes,3,Graduate,No,160.0,0,Urban,Y,6144.0,26.041666666666668,5,474.962962962963,High Risk
Female,No,0,Graduate,No,135.0,1,Rural,N,3418.0,39.49678174370977,1,253.58333333333331,Medium Risk
Female,No,1,Graduate,No,90.0,1,Urban,Y,4436.0,20.288548241659154,2,348.83333333333337,Low Risk
Female,No,0,Graduate,No,30.0,1,Urban,Y,3237.0,9.267840593141798,1,262.80555555555554,Low Risk
Male,Yes,0,Graduate,No,136.0,1,Urban,Y,11146.0,12.201686703750223,2,897.3518518518518,Low Risk
Male,No,0,Graduate,No,126.0,1,Rural,Y,4690.0,26.865671641791042,1,361.66666666666663,Medium Risk
Male,Yes,0,Graduate,No,150.0,1,Semiurban,Y,4843.0,30.97253768325418,2,368.8611111111111,Medium Risk
Male,Yes,2,Graduate,No,90.0,1,Semiurban,Y,3900.0,23.076923076923077,4,304.1666666666667,Low Risk
Male,Yes,1,Graduate,No,115.0,1,Semiurban,Y,4592.0,25.043554006968645,3,356.0462962962963,Medium Risk
Male,Yes,0,Graduate,No,207.0,1,Semiurban,Y,7267.0,28.484931883858536,2,557.6666666666667,Medium Risk
Male,Yes,0,Graduate,No,80.0,1,Urban,Y,4403.0,18.169429934135817,2,348.39814814814815,Low Risk
Male,Yes,0,Graduate,No,261.5,1,Semiurban,Y,12555.375,20.827733142180143,2,985.7488425925926,Low Risk
Female,Yes,0,Not Graduate,No,124.0,1,Rural,Y,4100.0,30.243902439024392,2,312.962962962963,Medium Risk
Male,No,1,Not Graduate,Yes,158.0,0,Urban,N,6479.0,24.386479394968358,2,503.34259259259255,High Risk
Male,Yes,0,Graduate,No,112.0,1,Semiurban,Y,4727.0,23.693674635075098,2,367.99074074074076,Low Risk
Male,Yes,2,Graduate,No,78.0,1,Urban,Y,3286.7999878,23.731288879615953,4,237.7888878722222,Medium Risk
Female,No,0,Graduate,No,54.0,1,Urban,Y,3477.0,15.53062985332183,1,277.25,Low Risk
Male,Yes,0,Graduate,No,128.0,1,Rural,N,12555.375,10.194836872654143,2,1016.6516203703703,Low Risk
Male,No,0,Graduate,No,89.0,1,Rural,Y,6211.0,14.329415553051037,1,496.9814814814815,Low Risk
Female,No,0,Graduate,Yes,99.0,1,Semiurban,N,4317.0,22.932592077831828,1,332.25,Low Risk
Male,Yes,0,Graduate,No,120.0,1,Rural,Y,5704.0,21.03786816269285,2,447.55555555555554,Low Risk
Female,No,0,Graduate,No,115.0,1,Semiurban,Y,4124.0,27.885548011639187,1,317.0462962962963,Medium Risk
Male,No,0,Graduate,No,187.0,1,Rural,Y,9508.0,19.667648296171645,1,749.0462962962963,Low Risk
Male,Yes,0,Graduate,No,139.0,1,Rural,Y,5491.0,25.314150427973047,2,425.4074074074074,Medium Risk
Male,Yes,2,Graduate,No,127.0,0,Semiurban,N,4400.0,28.86363636363636,4,337.26851851851853,High Risk
Male,Yes,2,Graduate,No,134.0,1,Urban,Y,4713.0,28.43199660513473,4,361.73148148148147,Medium Risk
Female,No,0,Graduate,No,143.0,0,Urban,N,5417.0,26.398375484585564,1,426.59027777777777,High Risk
Male,Yes,0,Graduate,No,172.0,1,Semiurban,Y,5717.0,30.08570928808816,2,436.60185185185185,Medium Risk
Male,Yes,3,Graduate,No,110.0,1,Urban,Y,5666.0,19.41404871161313,5,446.7037037037037,Low Risk
Male,Yes,1,Graduate,No,200.0,1,Semiurban,Y,6875.0,29.09090909090909,3,526.6203703703703,Medium Risk
Female,Yes,1,Graduate,No,135.0,1,Urban,Y,4666.0,28.932704672096012,3,357.5833333333333,Medium Risk
Female,No,0,Graduate,No,151.0,1,Rural,N,7541.0,20.023869513327146,1,602.2013888888888,Low Risk
Male,Yes,1,Graduate,No,113.0,1,Urban,N,4939.0,22.87912532901397,3,385.4259259259259,Low Risk
Male,Yes,0,Not Graduate,No,93.0,0,Urban,N,4734.0,19.64512040557668,2,372.97222222222223,High Risk
Male,Yes,0,Not Graduate,No,105.0,1,Semiurban,Y,4625.0,22.7027027027027,2,361.11111111111114,Low Risk
Female,No,0,Graduate,No,132.0,1,Rural,Y,5000.0,26.4,1,386.11111111111114,Medium Risk
Male,Yes,1,Graduate,No,96.0,1,Urban,Y,3428.0,28.004667444574096,3,263.44444444444446,Medium Risk
Male,No,0,Graduate,No,140.0,1,Rural,Y,6500.0,21.53846153846154,1,509.25925925925924,Low Risk
Male,No,0,Not Graduate,No,128.0,1,Urban,N,2000.0,64.0,1,137.03703703703704,Medium Risk
Female,No,0,Graduate,No,135.0,1,Rural,Y,5428.0,24.871039056742816,1,421.0833333333333,Medium Risk
Female,No,0,Graduate,No,104.0,0,Urban,N,4263.0,24.39596528266479,1,331.1759259259259,High Risk
Male,No,0,Graduate,No,261.5,1,Rural,N,12555.375,20.827733142180143,1,985.7488425925926,Low Risk
Male,Yes,2,Not Graduate,No,185.0,1,Rural,Y,7667.0,24.129385678883526,4,596.0925925925926,Medium Risk
Female,No,0,Graduate,No,84.0,1,Semiurban,Y,2917.0,28.796708947548854,1,223.63888888888889,Medium Risk
Male,No,0,Not Graduate,No,111.0,1,Semiurban,Y,5332.0,20.817704426106527,1,418.63888888888886,Low Risk
Female,No,0,Graduate,No,56.0,1,Rural,Y,2507.0,22.337455125648184,1,195.9537037037037,Low Risk
Male,Yes,2,Graduate,Yes,144.0,1,Rural,Y,5746.0,25.06091193873999,4,335.9761904761905,Medium Risk
Male,Yes,0,Graduate,No,159.0,1,Rural,N,4316.0,36.83966635773865,2,322.86111111111114,Medium Risk
Male,Yes,1,Not Graduate,No,111.0,1,Urban,Y,5039.0,22.028180194483035,3,368.52777777777777,Low Risk
Male,Yes,2,Graduate,No,120.0,1,Semiurban,Y,3717.0,32.284100080710246,4,281.97222222222223,Medium Risk
Male,Yes,0,Graduate,No,88.0,1,Urban,Y,4192.0,20.99236641221374,2,328.96296296296293,Low Risk
Female,No,1,Graduate,No,112.0,1,Semiurban,Y,3541.0,31.629483196837054,2,269.1574074074074,Medium Risk
Male,Yes,1,Graduate,Yes,155.0,1,Rural,N,10000.0,15.5,3,797.4537037037037,Low Risk
Male,Yes,0,Graduate,No,115.0,1,Semiurban,Y,4567.0,25.180643748631486,2,353.96296296296293,Medium Risk
Male,Yes,3,Graduate,No,124.0,1,Semiurban,Y,4531.0,27.367027146325317,5,348.8796296296296,Medium Risk
Male,Yes,2,Not Graduate,No,128.0,1,Rural,Y,5191.0,24.658062030437296,4,402.9537037037037,Medium Risk
Female,No,0,Graduate,No,132.0,1,Rural,Y,6151.0,21.459925215412127,1,482.0277777777778,Low Risk
Male,Yes,3,Graduate,No,261.5,1,Rural,Y,12555.375,20.827733142180143,5,985.7488425925926,Low Risk
Male,Yes,1,Graduate,Yes,261.5,0,Rural,N,12555.375,20.827733142180143,3,985.7488425925926,High Risk
Male,No,0,Graduate,No,130.0,0,Rural,Y,4917.0,26.438885499288183,1,379.6574074074074,High Risk
Male,Yes,0,Graduate,Yes,184.0,1,Semiurban,Y,7978.0,23.063424417147154,2,622.2407407407408,Low Risk
Female,Yes,0,Graduate,No,110.0,1,Urban,N,6784.0,16.214622641509436,2,539.8703703703704,Low Risk
Female,No,0,Graduate,No,67.0,1,Urban,Y,2500.0,26.8,1,192.82407407407408,Medium Risk
Male,No,1,Graduate,No,117.0,1,Urban,Y,6177.0,18.94123360854784,2,487.6666666666667,Low Risk
Male,No,0,Graduate,No,98.0,1,Semiurban,Y,2935.0,33.3901192504259,1,221.89814814814815,Medium Risk
Male,No,0,Graduate,No,71.0,1,Urban,Y,2833.0,25.061771973173315,1,219.64814814814815,Medium Risk
Male,Yes,0,Graduate,No,261.5,1,Urban,Y,12555.375,20.827733142180143,2,925.2164351851852,Low Risk
Male,Yes,1,Graduate,Yes,182.0,1,Urban,Y,11666.0,15.600891479513114,3,887.9074074074074,Low Risk
Male,Yes,0,Graduate,Yes,70.0,1,Semiurban,Y,9993.0,7.004903432402681,2,816.5462962962963,Low Risk
Male,Yes,1,Graduate,No,160.0,1,Rural,Y,5938.0,26.94509936005389,3,457.7962962962963,Medium Risk
Male,Yes,2,Graduate,Yes,176.0,1,Rural,Y,7100.0,24.7887323943662,4,550.9259259259259,Medium Risk
Female,No,3,Not Graduate,No,128.0,0,Urban,N,1830.0,69.94535519125682,4,122.87037037037037,High Risk
Female,No,0,Graduate,No,71.0,1,Semiurban,Y,4160.0,17.067307692307693,1,330.2314814814815,Low Risk
Male,Yes,3,Not Graduate,No,173.0,1,Rural,N,4234.0,40.859707132735004,5,312.787037037037,Medium Risk
Female,No,0,Graduate,No,46.0,1,Rural,N,2378.0,19.343986543313708,1,187.5185185185185,Low Risk
Male,Yes,1,Not Graduate,No,158.0,1,Urban,Y,5783.0,27.321459450112396,3,445.3425925925926,Medium Risk
Male,Yes,3,Not Graduate,No,74.0,1,Semiurban,Y,3173.0,23.321777497636305,5,247.28703703703707,Low Risk
Male,Yes,2,Graduate,No,125.0,1,Rural,Y,4913.0,25.4427030327702,4,380.4814814814815,Medium Risk
Male,Yes,0,Graduate,No,160.0,1,Semiurban,Y,4957.0,32.27758725035304,2,376.0462962962963,Medium Risk
Male,Yes,0,Not Graduate,No,152.0,0,Rural,N,6753.0,22.50851473419221,2,527.5648148148148,High Risk
Male,Yes,2,Not Graduate,No,126.0,1,Urban,Y,5251.0,23.995429442011044,4,408.41666666666663,Medium Risk
Male,Yes,0,Graduate,No,259.0,1,Semiurban,Y,10916.0,23.72663979479663,2,849.7129629629629,Low Risk
Male,Yes,0,Graduate,No,187.0,1,Rural,Y,8875.0,21.070422535211268,2,696.2962962962963,Low Risk
Male,Yes,0,Graduate,No,228.0,1,Semiurban,Y,9083.0,25.101838599581637,2,704.1388888888889,Medium Risk
Male,No,0,Graduate,No,261.5,1,Rural,N,12555.375,20.827733142180143,1,985.7488425925926,Low Risk
Male,Yes,3,Graduate,No,95.0,1,Rural,Y,4749.0,20.00421141292904,5,373.75925925925924,Low Risk
Female,Yes,0,Graduate,Yes,105.0,0,Rural,N,5500.0,19.09090909090909,2,434.02777777777777,High Risk
Female,Yes,0,Graduate,No,130.0,1,Semiurban,Y,2928.0,44.39890710382514,2,213.90740740740742,Medium Risk
Female,No,0,Graduate,No,116.0,1,Urban,Y,3813.0,30.42223970626803,1,264.0462962962963,Medium Risk
Male,Yes,2,Graduate,No,165.0,1,Rural,Y,11500.0,14.347826086956522,4,920.1388888888889,Low Risk
Male,Yes,1,Graduate,No,67.0,1,Urban,N,3875.0,17.29032258064516,3,307.40740740740745,Low Risk
Male,Yes,0,Not Graduate,No,100.0,0,Urban,N,4666.0,21.43163309044149,2,371.47222222222223,High Risk
Male,Yes,3,Graduate,No,200.0,1,Semiurban,Y,8334.0,23.998080153587715,5,648.2037037037037,Medium Risk
Female,No,1,Graduate,No,81.0,1,Semiurban,N,4723.0,17.150116451408003,2,374.8333333333333,Low Risk
Male,Yes,2,Graduate,No,236.0,1,Semiurban,Y,8667.0,27.229721933771778,4,667.6203703703703,Medium Risk
Male,Yes,0,Graduate,No,130.0,1,Urban,Y,7083.0,18.353804884935762,2,560.1574074074074,Low Risk
Male,Yes,0,Graduate,No,95.0,1,Urban,Y,6046.0,15.7128680119087,2,477.44444444444446,Low Risk
Male,No,0,Graduate,Yes,141.0,1,Rural,Y,6822.0,20.668425681618295,1,535.8611111111111,Low Risk
Male,No,0,Not Graduate,No,133.0,1,Rural,N,6216.0,21.396396396396394,1,487.21296296296293,Low Risk
Male,No,0,Graduate,No,96.0,1,Semiurban,N,2500.0,38.4,1,191.66666666666669,Medium Risk
Male,No,0,Graduate,No,124.0,0,Rural,N,5124.0,24.19984387197502,1,398.2962962962963,High Risk
Male,Yes,1,Graduate,No,175.0,1,Semiurban,Y,6325.0,27.66798418972332,3,486.57407407407413,Medium Risk
Male,Yes,0,Graduate,No,261.5,1,Rural,N,12555.375,20.827733142180143,2,985.7488425925926,Low Risk
Female,No,0,Graduate,Yes,55.0,1,Semiurban,Y,12555.375,4.380593968718577,1,1033.5497685185185,Low Risk
Male,Yes,2,Graduate,No,155.0,1,Semiurban,Y,5185.0,29.893924783027966,4,396.2037037037037,Medium Risk
Male,Yes,2,Graduate,Yes,261.5,1,Rural,Y,12555.375,20.827733142180143,4,973.6423611111111,Low Risk
Male,No,1,Graduate,No,111.0,0,Urban,N,5049.0,21.9845513963161,2,369.3611111111111,High Risk
Female,No,0,Graduate,No,110.0,1,Urban,Y,4223.0,26.04783329386692,1,326.4537037037037,Medium Risk
Male,Yes,0,Graduate,No,120.0,1,Urban,Y,5740.0,20.905923344947734,2,422.77777777777777,Low Risk
Male,Yes,3,Graduate,No,130.0,1,Rural,Y,12555.375,10.354131198789363,5,1016.1886574074074,Low Risk
Male,Yes,0,Graduate,No,130.0,1,Semiurban,Y,4310.0,30.162412993039446,2,329.0740740740741,Medium Risk
Male,No,0,Graduate,No,71.0,1,Urban,N,3069.0,23.134571521668295,1,243.42361111111111,Low Risk
Male,Yes,2,Graduate,No,130.0,1,Urban,Y,5391.0,24.114264514932295,4,419.1574074074074,Medium Risk
Male,Yes,0,Graduate,No,128.0,1,Semiurban,Y,5833.0,21.944111092062403,2,456.4537037037037,Low Risk
Male,No,0,Graduate,No,261.5,1,Semiurban,Y,10173.0,25.7052983387398,1,787.2175925925926,Medium Risk
Female,No,0,Graduate,No,156.0,1,Urban,Y,6000.0,26.0,1,463.8888888888889,Medium Risk
Male,No,0,Graduate,Yes,128.0,1,Urban,Y,7167.0,17.859634435607646,1,567.6203703703703,Low Risk
Male,Yes,2,Graduate,No,100.0,1,Urban,N,4566.0,21.901007446342533,4,357.35185185185185,Low Risk
Male,No,1,Graduate,No,113.0,1,Urban,Y,3667.0,30.815380419961823,2,253.2685185185185,Medium Risk
Male,No,0,Not Graduate,No,132.0,1,Semiurban,Y,3946.0,33.451596553471866,1,298.27777777777777,Medium Risk
Male,Yes,0,Not Graduate,No,128.0,0,Urban,N,6146.0,20.826553856166612,2,482.537037037037,High Risk
Male,Yes,0,Graduate,No,136.0,1,Urban,Y,4750.0,28.63157894736842,2,364.35185185185185,Medium Risk
Male,Yes,0,Graduate,No,125.0,1,Rural,Y,5488.0,22.77696793002915,2,428.39814814814815,Low Risk
Male,No,3,Graduate,No,185.0,1,Rural,Y,9167.0,20.18108432420639,4,721.0925925925926,Low Risk
Male,Yes,3,Graduate,No,261.5,1,Rural,Y,9504.0,27.51473063973064,5,731.4675925925926,Medium Risk
Male,Yes,0,Graduate,No,120.0,1,Urban,Y,4698.0,25.542784163473815,2,363.72222222222223,Medium Risk
Male,Yes,2,Not Graduate,No,113.0,1,Semiurban,Y,3618.0,31.23272526257601,4,249.1851851851852,Medium Risk
Male,Yes,2,Graduate,No,113.0,1,Urban,Y,4500.0,25.11111111111111,4,348.8425925925926,Medium Risk
Male,Yes,2,Graduate,No,135.0,1,Semiurban,Y,3760.0,35.90425531914894,4,282.0833333333333,Medium Risk
Female,No,0,Graduate,No,71.0,0,Urban,N,3180.0,22.32704402515723,1,248.5648148148148,High Risk
Male,Yes,0,Graduate,No,95.0,1,Urban,Y,4492.0,21.148708815672308,2,352.34259259259255,Low Risk
Male,No,0,Not Graduate,No,109.0,1,Rural,Y,5568.0,19.57614942528736,1,438.76851851851853,Low Risk
Female,No,0,Graduate,No,103.0,0,Semiurban,N,3300.0,31.212121212121215,1,251.15740740740742,High Risk
Male,Yes,2,Not Graduate,No,45.0,0,Urban,N,2889.0,15.576323987538942,4,219.91666666666666,High Risk
Male,No,0,Not Graduate,No,65.0,1,Rural,N,2755.0,23.593466424682397,1,211.52777777777777,Low Risk
Male,No,0,Graduate,No,103.0,1,Semiurban,Y,12555.375,8.20365779596388,1,1022.4386574074074,Low Risk
Female,No,0,Not Graduate,No,53.0,1,Semiurban,Y,1963.0,26.999490575649514,1,151.31481481481484,Medium Risk
Female,No,0,Graduate,Yes,194.0,1,Rural,N,7441.0,26.07176454777584,1,575.175925925926,Medium Risk
Female,No,0,Graduate,No,115.0,1,Semiurban,Y,4547.0,25.29140092368595,1,352.2962962962963,Medium Risk
Male,Yes,0,Not Graduate,No,115.0,1,Urban,Y,4567.0,25.180643748631486,2,353.96296296296293,Medium Risk
Female,No,0,Not Graduate,No,66.0,1,Rural,Y,2213.0,29.8237686398554,1,169.13888888888889,Medium Risk
Male,Yes,1,Graduate,No,152.0,0,Semiurban,N,8300.0,18.31325301204819,3,649.4444444444445,High Risk
Male,Yes,3,Graduate,No,261.5,0,Rural,N,12555.375,20.827733142180143,5,985.7488425925926,High Risk
Female,No,1,Not Graduate,Yes,62.0,1,Semiurban,N,3867.0,16.03310059477631,2,307.89814814814815,Low Risk
Male,Yes,0,Graduate,No,160.0,1,Urban,Y,6256.0,25.57544757033248,2,484.29629629629636,Medium Risk
Male,Yes,0,Not Graduate,No,218.0,0,Rural,N,6096.0,35.76115485564304,2,457.53703703703707,High Risk
Male,Yes,0,Not Graduate,No,110.0,1,Rural,Y,4286.0,25.664955669622028,2,331.7037037037037,Medium Risk
Female,Yes,0,Not Graduate,No,178.0,0,Semiurban,N,5386.0,33.04864463423691,2,407.6296296296296,High Risk
Female,No,0,Graduate,No,60.0,1,Urban,Y,2995.0,20.033388981636058,1,235.69444444444446,Low Risk
Female,No,1,Graduate,No,160.0,1,Urban,N,2600.0,61.53846153846153,2,179.62962962962962,Medium Risk
Male,Yes,2,Graduate,Yes,239.0,1,Urban,N,12555.375,19.035671973158905,4,990.9571759259259,Low Risk
Male,Yes,0,Graduate,No,112.0,1,Rural,Y,3798.0,29.48920484465508,2,290.5740740740741,Medium Risk
Male,Yes,0,Graduate,No,138.0,1,Semiurban,Y,4663.0,29.59468153549217,2,356.63888888888886,Medium Risk
Male,Yes,0,Graduate,No,138.0,1,Rural,Y,5829.0,23.674729799279465,2,453.80555555555554,Low Risk
Female,No,0,Not Graduate,No,80.0,0,Urban,N,2720.0,29.41176470588235,1,208.14814814814815,High Risk
Male,Yes,0,Graduate,No,100.0,1,Urban,Y,3539.0,28.256569652444192,2,271.76851851851853,Medium Risk
Male,Yes,1,Graduate,No,110.0,0,Urban,N,8917.0,12.33598743972188,3,717.6203703703704,High Risk
Male,Yes,0,Graduate,No,96.0,1,Semiurban,Y,12555.375,7.6461276544906065,2,1024.0590277777778,Low Risk
Male,Yes,0,Graduate,No,121.0,1,Rural,Y,6966.0,17.37008326155613,2,552.4907407407408,Low Risk
Female,No,1,Not Graduate,No,81.0,1,Rural,N,4606.0,17.585757707338256,2,365.0833333333333,Low Risk
Male,Yes,2,Graduate,No,133.0,1,Semiurban,Y,5935.0,22.409435551811292,4,463.7962962962963,Low Risk
Male,Yes,0,Graduate,No,87.0,1,Rural,Y,2936.12000084,29.63094150617482,2,224.5377778477778,Medium Risk
Male,No,0,Not Graduate,No,60.0,1,Urban,Y,2717.0,22.08317997791682,1,198.63888888888889,Low Risk
Female,No,1,Graduate,Yes,150.0,1,Semiurban,Y,8624.0,17.393320964749535,2,683.9444444444445,Low Risk
Male,No,0,Graduate,No,105.0,0,Rural,N,6500.0,16.153846153846153,1,517.3611111111111,High Risk
Male,No,0,Graduate,No,261.5,1,Semiurban,Y,12555.375,20.827733142180143,1,985.7488425925926,Low Risk
Male,Yes,0,Graduate,No,143.0,1,Semiurban,Y,4765.0,30.01049317943337,2,363.98148148148147,Medium Risk
Male,No,0,Graduate,No,100.0,1,Urban,Y,3750.0,26.666666666666668,1,289.35185185185185,Medium Risk
Female,Yes,0,Graduate,No,128.0,1,Semiurban,Y,10047.0,12.740121429282372,2,792.8055555555555,Low Risk
Male,No,0,Graduate,No,50.0,1,Semiurban,Y,3777.0,13.238019592268996,1,303.1759259259259,Low Risk
Male,Yes,0,Graduate,No,128.0,1,Urban,Y,3338.0,38.34631515877771,2,248.53703703703707,Medium Risk
Male,No,0,Graduate,Yes,187.0,0,Urban,N,10416.0,17.953149001536097,1,824.7129629629629,High Risk
Female,Yes,0,Not Graduate,Yes,138.0,1,Rural,Y,7142.0,19.322318678241388,2,563.2222222222222,Low Risk
Male,No,0,Graduate,No,187.0,1,Semiurban,Y,8724.0,21.435121503897296,1,683.7129629629629,Low Risk
Male,Yes,0,Graduate,No,180.0,1,Rural,Y,9734.0,18.491884117526197,2,769.5,Low Risk
Male,No,3,Not Graduate,No,148.0,1,Semiurban,Y,6700.0,22.089552238805968,4,524.0740740740741,Low Risk
Male,No,1,Graduate,No,152.0,1,Semiurban,Y,12555.375,12.106368786276795,2,1011.0960648148148,Low Risk
Male,Yes,0,Graduate,No,175.0,1,Rural,Y,12555.375,13.938253536831835,2,997.6701388888889,Low Risk
Male,Yes,1,Graduate,Yes,130.0,1,Rural,Y,4676.0,27.80153977758768,3,359.5740740740741,Medium Risk
Male,Yes,2,Not Graduate,No,110.0,1,Rural,Y,4652.0,23.6457437661221,4,362.2037037037037,Low Risk
Male,Yes,0,Graduate,No,55.0,1,Rural,N,4915.0,11.190233977619531,2,396.85185185185185,Low Risk
Male,Yes,2,Graduate,No,150.0,0,Rural,N,5050.0,29.702970297029704,4,386.1111111111111,High Risk
Male,No,1,Not Graduate,Yes,190.0,1,Semiurban,N,4311.0,44.07330085826954,2,315.26851851851853,Medium Risk
Male,Yes,2,Not Graduate,No,125.0,0,Rural,N,3564.0,35.072951739618404,4,268.06481481481484,High Risk
Male,Yes,2,Not Graduate,No,60.0,1,Urban,Y,3414.0,17.57469244288225,4,267.8333333333333,Low Risk
Male,Yes,0,Graduate,No,149.0,0,Rural,N,5681.0,26.22777679985918,2,438.9259259259259,High Risk
Male,Yes,0,Graduate,No,90.0,0,Rural,Y,4949.0,18.185492018589613,2,370.75,High Risk
Male,No,0,Graduate,Yes,84.0,1,Semiurban,Y,7085.0,11.856033874382499,1,570.9722222222222,Low Risk
Male,Yes,2,Graduate,No,96.0,1,Semiurban,Y,3859.0,24.876911116869657,4,299.3611111111111,Medium Risk
Male,Yes,0,Graduate,No,118.0,1,Urban,Y,4301.0,27.435480120902113,2,331.10185185185185,Medium Risk
Male,Yes,0,Graduate,No,173.0,1,Urban,N,6277.0,27.560936753226063,2,483.03703703703707,Medium Risk
Male,No,2,Graduate,No,136.0,1,Rural,Y,4354.0,31.23564538355535,3,331.35185185185185,Medium Risk
Male,Yes,0,Graduate,No,160.0,1,Semiurban,N,8334.0,19.19846412287017,2,657.4629629629629,Low Risk
Male,Yes,0,Graduate,Yes,160.0,1,Semiurban,Y,6166.0,25.948751216347713,2,476.79629629629636,Medium Risk
Male,Yes,3,Graduate,No,128.0,1,Urban,Y,7740.0,16.537467700258397,5,585.7407407407408,Low Risk
Male,Yes,0,Graduate,No,153.0,1,Rural,Y,5203.0,29.406111858543145,2,398.16666666666663,Medium Risk
Female,No,1,Not Graduate,No,132.0,1,Semiurban,Y,5191.0,25.42862646888846,2,402.02777777777777,Medium Risk
Male,No,0,Graduate,No,98.0,0,Semiurban,N,4166.0,23.52376380220835,1,324.4814814814815,High Risk
Male,No,0,Graduate,No,140.0,1,Rural,Y,6000.0,23.333333333333332,1,467.5925925925926,Low Risk
Male,Yes,3,Not Graduate,No,70.0,0,Urban,N,4611.0,15.181088700932554,5,351.8425925925926,High Risk
Male,Yes,0,Graduate,No,110.0,1,Semiurban,Y,12555.375,8.761187937437153,2,1020.8182870370371,Low Risk
Female,Yes,2,Not Graduate,No,98.0,1,Semiurban,Y,3127.0,31.339942436840424,4,237.89814814814812,Medium Risk
Male,Yes,0,Graduate,No,110.0,1,Urban,N,6784.0,16.214622641509436,2,539.8703703703704,Low Risk
Male,Yes,1,Graduate,Yes,162.0,1,Semiurban,Y,5529.0,29.30005425935974,3,423.25,Medium Risk
Male,Yes,1,Not Graduate,No,113.0,0,Rural,N,4153.0,27.209246327955697,3,293.7685185185185,High Risk
Male,Yes,3,Graduate,No,100.0,1,Semiurban,Y,4691.0,21.317416329140908,5,367.76851851851853,Low Risk
Female,No,0,Graduate,Yes,93.0,1,Urban,Y,2500.0,37.2,1,186.80555555555557,Medium Risk
